timestamp,total_elapsed_us,delta_us,signal,value
'10:25:16.947.778,1366055,102906,Voltage,358.4
'10:25:16.947.778,1366055,102906,Battery_SOC,70.0
'10:25:16.950.208,1368485,2430,Temp_High,48.0
'10:25:16.950.208,1368485,2430,Temp_Low,38.0
'10:25:17.053.028,1471305,102820,Current,63.8
'10:25:17.053.028,1471305,102820,Voltage,358.4
'10:25:17.053.028,1471305,102820,Battery_SOC,71.0
'10:25:17.055.425,1473702,2397,Temp_High,48.0
'10:25:17.055.425,1473702,2397,Temp_Low,38.0
'10:25:17.158.281,1576558,102856,Current,64.8
'10:25:17.158.281,1576558,102856,Voltage,358.4
'10:25:17.158.281,1576558,102856,Battery_SOC,72.0
'10:25:17.160.692,1578969,2411,Temp_High,48.0
'10:25:17.160.692,1578969,2411,Temp_Low,38.0
'10:25:17.263.428,1681705,102736,Current,65.8
'10:25:17.263.428,1681705,102736,Voltage,358.4
'10:25:17.263.428,1681705,102736,Battery_SOC,73.0
'10:25:17.266.004,1684281,2576,Temp_High,49.0
'10:25:17.266.004,1684281,2576,Temp_Low,39.0
'10:25:17.368.886,1787163,102882,Current,66.8
'10:25:17.368.886,1787163,102882,Voltage,358.4
'10:25:17.368.886,1787163,102882,Battery_SOC,74.0
'10:25:17.371.237,1789514,2351,Temp_High,49.0
'10:25:17.371.237,1789514,2351,Temp_Low,39.0
'10:25:17.474.123,1892400,102886,Current,67.8
'10:25:17.474.123,1892400,102886,Voltage,358.4
'10:25:17.474.123,1892400,102886,Battery_SOC,75.0
'10:25:17.476.509,1894786,2386,Temp_High,50.0
'10:25:17.476.509,1894786,2386,Temp_Low,40.0
'10:25:17.579.258,1997535,102749,Current,68.8
'10:25:17.579.258,1997535,102749,Voltage,358.4
'10:25:17.579.258,1997535,102749,Battery_SOC,76.0
'10:25:17.581.792,2000069,2534,Temp_High,50.0
'10:25:17.581.792,2000069,2534,Temp_Low,40.0
'10:25:17.684.538,2102815,102746,Current,95.4
'10:25:17.684.538,2102815,102746,Voltage,358.4
'10:25:17.684.538,2102815,102746,Battery_SOC,77.0
'10:25:17.687.064,2105341,2526,Temp_High,50.0
'10:25:17.687.064,2105341,2526,Temp_Low,40.0
'10:25:17.789.906,2208183,102842,Current,96.4
'10:25:17.789.906,2208183,102842,Voltage,358.4
'10:25:17.789.906,2208183,102842,Battery_SOC,78.0
'10:25:17.792.328,2210605,2422,Temp_High,51.0
'10:25:17.792.328,2210605,2422,Temp_Low,41.0
'10:25:17.895.198,2313475,102870,Current,97.4
'10:25:17.895.198,2313475,102870,Voltage,358.4
'10:25:17.895.198,2313475,102870,Battery_SOC,79.0
'10:25:17.897.605,2315882,2407,Temp_High,51.0
'10:25:17.897.605,2315882,2407,Temp_Low,41.0
'10:25:18.000.389,2418666,102784,Current,98.4
'10:25:18.000.389,2418666,102784,Voltage,358.4
'10:25:18.000.389,2418666,102784,Battery_SOC,80.0
'10:25:18.002.879,2421156,2490,Temp_High,52.0
'10:25:18.002.879,2421156,2490,Temp_Low,42.0
'10:25:18.105.707,2523984,102828,Current,99.4
'10:25:18.105.707,2523984,102828,Voltage,358.4
'10:25:18.105.707,2523984,102828,Battery_SOC,81.0
'10:25:18.108.138,2526415,2431,Temp_High,52.0
'10:25:18.108.138,2526415,2431,Temp_Low,42.0
'10:25:18.210.898,2629175,102760,Current,100.4
'10:25:18.210.898,2629175,102760,Voltage,358.4
'10:25:18.210.898,2629175,102760,Battery_SOC,82.0
'10:25:18.213.418,2631695,2520,Temp_High,52.0
'10:25:18.213.418,2631695,2520,Temp_Low,42.0
'10:25:18.316.185,2734462,102767,Current,101.4
'10:25:18.316.185,2734462,102767,Voltage,358.4
'10:25:18.316.185,2734462,102767,Battery_SOC,83.0
'10:25:18.318.699,2736976,2514,Temp_High,53.0
'10:25:18.318.699,2736976,2514,Temp_Low,43.0
'10:25:18.421.437,2839714,102738,Current,76.8
'10:25:18.421.437,2839714,102738,Voltage,384.0
'10:25:18.421.437,2839714,102738,Battery_SOC,84.0
'10:25:18.423.921,2842198,2484,Temp_High,53.0
'10:25:18.423.921,2842198,2484,Temp_Low,43.0
'10:25:18.526.667,2944944,102746,Current,77.8
'10:25:18.526.667,2944944,102746,Voltage,384.0
'10:25:18.526.667,2944944,102746,Battery_SOC,85.0
'10:25:18.529.160,2947437,2493,Temp_High,54.0
'10:25:18.529.160,2947437,2493,Temp_Low,44.0
'10:25:18.631.908,3050185,102748,Current,78.8
'10:25:18.631.908,3050185,102748,Voltage,384.0
'10:25:18.631.908,3050185,102748,Battery_SOC,86.0
'10:25:18.634.440,3052717,2532,Temp_High,54.0
'10:25:18.634.440,3052717,2532,Temp_Low,44.0
'10:25:18.737.210,3155487,102770,Current,79.8
'10:25:18.737.210,3155487,102770,Voltage,384.0
'10:25:18.737.210,3155487,102770,Battery_SOC,87.0
'10:25:18.739.682,3157959,2472,Temp_High,54.0
'10:25:18.739.682,3157959,2472,Temp_Low,44.0
'10:25:18.842.522,3260799,102840,Current,80.8
'10:25:18.842.522,3260799,102840,Voltage,384.0
'10:25:18.842.522,3260799,102840,Battery_SOC,88.0
'10:25:18.844.947,3263224,2425,Temp_High,55.0
'10:25:18.844.947,3263224,2425,Temp_Low,45.0
'10:25:18.947.721,3365998,102774,Current,81.8
'10:25:18.947.721,3365998,102774,Voltage,384.0
'10:25:18.947.721,3365998,102774,Battery_SOC,89.0
'10:25:18.950.249,3368526,2528,Temp_High,55.0
'10:25:18.950.249,3368526,2528,Temp_Low,45.0
'10:25:19.053.057,3471334,102808,Current,82.8
'10:25:19.053.057,3471334,102808,Voltage,384.0
'10:25:19.053.057,3471334,102808,Battery_SOC,90.0
'10:25:19.055.490,3473767,2433,Temp_High,56.0
'10:25:19.055.490,3473767,2433,Temp_Low,46.0
'10:25:19.158.296,3576573,102806,Current,83.8
'10:25:19.158.296,3576573,102806,Voltage,384.0
'10:25:19.158.296,3576573,102806,Battery_SOC,91.0
'10:25:19.160.756,3579033,2460,Temp_High,56.0
'10:25:19.160.756,3579033,2460,Temp_Low,46.0
'10:25:19.263.590,3681867,102834,Current,84.8
'10:25:19.263.590,3681867,102834,Voltage,384.0
'10:25:19.263.590,3681867,102834,Battery_SOC,92.0
'10:25:19.266.033,3684310,2443,Temp_High,56.0
'10:25:19.266.033,3684310,2443,Temp_Low,46.0
'10:25:19.368.781,3787058,102748,Current,85.8
'10:25:19.368.781,3787058,102748,Voltage,384.0
'10:25:19.368.781,3787058,102748,Battery_SOC,93.0
'10:25:19.371.297,3789574,2516,Temp_High,57.0
'10:25:19.371.297,3789574,2516,Temp_Low,47.0
'10:25:19.474.049,3892326,102752,Current,86.8
'10:25:19.474.049,3892326,102752,Voltage,384.0
'10:25:19.474.049,3892326,102752,Battery_SOC,94.0
'10:25:19.476.577,3894854,2528,Temp_High,57.0
'10:25:19.476.577,3894854,2528,Temp_Low,47.0
'10:25:19.579.340,3997617,102763,Current,87.8
'10:25:19.579.340,3997617,102763,Voltage,384.0
'10:25:19.579.340,3997617,102763,Battery_SOC,95.0
'10:25:19.581.862,4000139,2522,Temp_High,58.0
'10:25:19.581.862,4000139,2522,Temp_Low,48.0
'10:25:19.684.704,4102981,102842,Current,88.8
'10:25:19.684.704,4102981,102842,Voltage,384.0
'10:25:19.684.704,4102981,102842,Battery_SOC,96.0
'10:25:19.687.134,4105411,2430,Temp_High,58.0
'10:25:19.687.134,4105411,2430,Temp_Low,48.0
'10:25:19.789.992,4208269,102858,Current,89.8
'10:25:19.789.992,4208269,102858,Voltage,384.0
'10:25:19.789.992,4208269,102858,Battery_SOC,97.0
'10:25:19.792.401,4210678,2409,Temp_High,58.0
'10:25:19.792.401,4210678,2409,Temp_Low,48.0
'10:25:19.895.215,4313492,102814,Current,90.8
'10:25:19.895.215,4313492,102814,Voltage,384.0
'10:25:19.895.215,4313492,102814,Battery_SOC,98.0
'10:25:19.897.671,4315948,2456,Temp_High,59.0
'10:25:19.897.671,4315948,2456,Temp_Low,49.0
'10:25:20.000.410,4418687,102739,Current,91.8
'10:25:20.000.410,4418687,102739,Voltage,384.0
'10:25:20.000.410,4418687,102739,Battery_SOC,99.0
'10:25:20.002.938,4421215,2528,Temp_High,59.0
'10:25:20.002.938,4421215,2528,Temp_Low,49.0
'10:25:20.105.666,4523943,102728,Current,92.8
'10:25:20.105.666,4523943,102728,Voltage,384.0
'10:25:20.105.666,4523943,102728,Battery_SOC,100.0
'10:25:20.108.242,4526519,2576,Temp_High,60.0
'10:25:20.108.242,4526519,2576,Temp_Low,50.0
'10:25:20.211.060,4629337,102818,Current,18.4
'10:25:20.211.060,4629337,102818,Voltage,281.6
'10:25:20.211.060,4629337,102818,Battery_SOC,0.0
'10:25:20.213.493,4631770,2433,Temp_High,20.0
'10:25:20.213.493,4631770,2433,Temp_Low,10.0
'10:25:20.316.234,4734511,102741,Current,19.4
'10:25:20.316.234,4734511,102741,Voltage,281.6
'10:25:20.316.234,4734511,102741,Battery_SOC,1.0
'10:25:20.318.605,4736882,2371,Temp_High,20.0
'10:25:20.318.605,4736882,2371,Temp_Low,10.0
'10:25:20.421.377,4839654,102772,Current,20.4
'10:25:20.421.377,4839654,102772,Voltage,281.6
'10:25:20.421.377,4839654,102772,Battery_SOC,2.0
'10:25:20.423.703,4841980,2326,Temp_High,20.0
'10:25:20.423.703,4841980,2326,Temp_Low,10.0
'10:25:20.526.453,4944730,102750,Current,21.4
'10:25:20.526.453,4944730,102750,Voltage,281.6
'10:25:20.526.453,4944730,102750,Battery_SOC,3.0
'10:25:20.528.802,4947079,2349,Temp_High,21.0
'10:25:20.528.802,4947079,2349,Temp_Low,11.0
'10:25:20.631.586,5049863,102784,Current,22.4
'10:25:20.631.586,5049863,102784,Voltage,281.6
'10:25:20.631.586,5049863,102784,Battery_SOC,4.0
'10:25:20.633.956,5052233,2370,Temp_High,21.0
'10:25:20.633.956,5052233,2370,Temp_Low,11.0
'10:25:20.736.693,5154970,102737,Current,23.4
'10:25:20.736.693,5154970,102737,Voltage,281.6
'10:25:20.736.693,5154970,102737,Battery_SOC,5.0
'10:25:20.739.023,5157300,2330,Temp_High,22.0
'10:25:20.739.023,5157300,2330,Temp_Low,12.0
'10:25:20.841.671,5259948,102648,Current,24.4
'10:25:20.841.671,5259948,102648,Voltage,281.6
'10:25:20.841.671,5259948,102648,Battery_SOC,6.0
'10:25:20.844.115,5262392,2444,Temp_High,22.0
'10:25:20.844.115,5262392,2444,Temp_Low,12.0
'10:25:20.946.801,5365078,102686,Current,25.4
'10:25:20.946.801,5365078,102686,Voltage,281.6
'10:25:20.946.801,5365078,102686,Battery_SOC,7.0
'10:25:20.949.229,5367506,2428,Temp_High,22.0
'10:25:20.949.229,5367506,2428,Temp_Low,12.0
'10:25:21.051.884,5470161,102655,Current,0.8
'10:25:21.051.884,5470161,102655,Voltage,307.2
'10:25:21.051.884,5470161,102655,Battery_SOC,8.0
'10:25:21.054.326,5472603,2442,Temp_High,23.0
'10:25:21.054.326,5472603,2442,Temp_Low,13.0
'10:25:21.156.992,5575269,102666,Current,1.8
'10:25:21.156.992,5575269,102666,Voltage,307.2
'10:25:21.156.992,5575269,102666,Battery_SOC,9.0
'10:25:21.159.452,5577729,2460,Temp_High,23.0
'10:25:21.159.452,5577729,2460,Temp_Low,13.0
'10:25:21.262.121,5680398,102669,Current,2.8
'10:25:21.262.121,5680398,102669,Voltage,307.2
'10:25:21.262.121,5680398,102669,Battery_SOC,10.0
'10:25:21.264.641,5682918,2520,Temp_High,24.0
'10:25:21.264.641,5682918,2520,Temp_Low,14.0
'10:25:21.367.375,5785652,102734,Current,3.8
'10:25:21.367.375,5785652,102734,Voltage,307.2
'10:25:21.367.375,5785652,102734,Battery_SOC,11.0
'10:25:21.369.877,5788154,2502,Temp_High,24.0
'10:25:21.369.877,5788154,2502,Temp_Low,14.0
'10:25:21.472.671,5890948,102794,Current,4.8
'10:25:21.472.671,5890948,102794,Voltage,307.2
'10:25:21.472.671,5890948,102794,Battery_SOC,12.0
'10:25:21.475.112,5893389,2441,Temp_High,24.0
'10:25:21.475.112,5893389,2441,Temp_Low,14.0
'10:25:21.577.955,5996232,102843,Current,5.8
'10:25:21.577.955,5996232,102843,Voltage,307.2
'10:25:21.577.955,5996232,102843,Battery_SOC,13.0
'10:25:21.580.346,5998623,2391,Temp_High,25.0
'10:25:21.580.346,5998623,2391,Temp_Low,15.0
'10:25:21.683.106,6101383,102760,Current,6.8
'10:25:21.683.106,6101383,102760,Voltage,307.2
'10:25:21.683.106,6101383,102760,Battery_SOC,14.0
'10:25:21.685.565,6103842,2459,Temp_High,25.0
'10:25:21.685.565,6103842,2459,Temp_Low,15.0
'10:25:21.788.283,6206560,102718,Current,7.8
'10:25:21.788.283,6206560,102718,Voltage,307.2
'10:25:21.788.283,6206560,102718,Battery_SOC,15.0
'10:25:21.790.801,6209078,2518,Temp_High,26.0
'10:25:21.790.801,6209078,2518,Temp_Low,16.0
'10:25:21.893.617,6311894,102816,Current,8.8
'10:25:21.893.617,6311894,102816,Voltage,307.2
'10:25:21.893.617,6311894,102816,Battery_SOC,16.0
'10:25:21.896.067,6314344,2450,Temp_High,26.0
'10:25:21.896.067,6314344,2450,Temp_Low,16.0
'10:25:21.998.897,6417174,102830,Current,9.8
'10:25:21.998.897,6417174,102830,Voltage,307.2
'10:25:21.998.897,6417174,102830,Battery_SOC,17.0
'10:25:22.001.326,6419603,2429,Temp_High,26.0
'10:25:22.001.326,6419603,2429,Temp_Low,16.0
'10:25:22.104.066,6522343,102740,Current,10.8
'10:25:22.104.066,6522343,102740,Voltage,307.2
'10:25:22.104.066,6522343,102740,Battery_SOC,18.0
'10:25:22.106.600,6524877,2534,Temp_High,27.0
'10:25:22.106.600,6524877,2534,Temp_Low,17.0
'10:25:22.209.353,6627630,102753,Current,11.8
'10:25:22.209.353,6627630,102753,Voltage,307.2
'10:25:22.209.353,6627630,102753,Battery_SOC,19.0
'10:25:22.211.873,6630150,2520,Temp_High,27.0
'10:25:22.211.873,6630150,2520,Temp_Low,17.0
'10:25:22.314.657,6732934,102784,Current,12.8
'10:25:22.314.657,6732934,102784,Voltage,307.2
'10:25:22.314.657,6732934,102784,Battery_SOC,20.0
'10:25:22.317.206,6735483,2549,Temp_High,28.0
'10:25:22.317.206,6735483,2549,Temp_Low,18.0
'10:25:22.420.017,6838294,102811,Current,13.8
'10:25:22.420.017,6838294,102811,Voltage,307.2
'10:25:22.420.017,6838294,102811,Battery_SOC,21.0
'10:25:22.422.396,6840673,2379,Temp_High,28.0
'10:25:22.422.396,6840673,2379,Temp_Low,18.0
'10:25:22.525.140,6943417,102744,Current,14.8
'10:25:22.525.140,6943417,102744,Voltage,307.2
'10:25:22.525.140,6943417,102744,Battery_SOC,22.0
'10:25:22.527.662,6945939,2522,Temp_High,28.0
'10:25:22.527.662,6945939,2522,Temp_Low,18.0
'10:25:22.630.500,7048777,102838,Current,15.8
'10:25:22.630.500,7048777,102838,Voltage,307.2
'10:25:22.630.500,7048777,102838,Battery_SOC,23.0
'10:25:22.632.920,7051197,2420,Temp_High,29.0
'10:25:22.632.920,7051197,2420,Temp_Low,19.0
'10:25:22.735.784,7154061,102864,Current,16.8
'10:25:22.735.784,7154061,102864,Voltage,307.2
'10:25:22.735.784,7154061,102864,Battery_SOC,24.0
'10:25:22.738.195,7156472,2411,Temp_High,29.0
'10:25:22.738.195,7156472,2411,Temp_Low,19.0
'10:25:22.840.937,7259214,102742,Current,17.8
'10:25:22.840.937,7259214,102742,Voltage,307.2
'10:25:22.840.937,7259214,102742,Battery_SOC,25.0
'10:25:22.843.471,7261748,2534,Temp_High,30.0
'10:25:22.843.471,7261748,2534,Temp_Low,20.0
'10:25:22.946.226,7364503,102755,Current,44.4
'10:25:22.946.226,7364503,102755,Voltage,307.2
'10:25:22.946.226,7364503,102755,Battery_SOC,26.0
'10:25:22.948.740,7367017,2514,Temp_High,30.0
'10:25:22.948.740,7367017,2514,Temp_Low,20.0
'10:25:23.051.526,7469803,102786,Current,45.4
'10:25:23.051.526,7469803,102786,Voltage,307.2
'10:25:23.051.526,7469803,102786,Battery_SOC,27.0
'10:25:23.053.990,7472267,2464,Temp_High,30.0
'10:25:23.053.990,7472267,2464,Temp_Low,20.0
'10:25:23.156.830,7575107,102840,Current,46.4
'10:25:23.156.830,7575107,102840,Voltage,307.2
'10:25:23.156.830,7575107,102840,Battery_SOC,28.0
'10:25:23.159.259,7577536,2429,Temp_High,31.0
'10:25:23.159.259,7577536,2429,Temp_Low,21.0
'10:25:23.262.011,7680288,102752,Current,47.4
'10:25:23.262.011,7680288,102752,Voltage,307.2
'10:25:23.262.011,7680288,102752,Battery_SOC,29.0
'10:25:23.264.527,7682804,2516,Temp_High,31.0
'10:25:23.264.527,7682804,2516,Temp_Low,21.0
'10:25:23.367.271,7785548,102744,Current,48.4
'10:25:23.367.271,7785548,102744,Voltage,307.2
'10:25:23.367.271,7785548,102744,Battery_SOC,30.0
'10:25:23.369.798,7788075,2527,Temp_High,32.0
'10:25:23.369.798,7788075,2527,Temp_Low,22.0
'10:25:23.472.587,7890864,102789,Current,49.4
'10:25:23.472.587,7890864,102789,Voltage,307.2
'10:25:23.472.587,7890864,102789,Battery_SOC,31.0
'10:25:23.475.064,7893341,2477,Temp_High,32.0
'10:25:23.475.064,7893341,2477,Temp_Low,22.0
'10:25:23.577.902,7996179,102838,Current,50.4
'10:25:23.577.902,7996179,102838,Voltage,307.2
'10:25:23.577.902,7996179,102838,Battery_SOC,32.0
'10:25:23.580.338,7998615,2436,Temp_High,32.0
'10:25:23.580.338,7998615,2436,Temp_Low,22.0
'10:25:23.683.124,8101401,102786,Current,25.8
'10:25:23.683.124,8101401,102786,Voltage,332.8
'10:25:23.683.124,8101401,102786,Battery_SOC,33.0
'10:25:23.685.561,8103838,2437,Temp_High,33.0
'10:25:23.685.561,8103838,2437,Temp_Low,23.0
'10:25:23.788.431,8206708,102870,Current,26.8
'10:25:23.788.431,8206708,102870,Voltage,332.8
'10:25:23.788.431,8206708,102870,Battery_SOC,34.0
'10:25:23.790.797,8209074,2366,Temp_High,33.0
'10:25:23.790.797,8209074,2366,Temp_Low,23.0
'10:25:23.893.623,8311900,102826,Current,27.8
'10:25:23.893.623,8311900,102826,Voltage,332.8
'10:25:23.893.623,8311900,102826,Battery_SOC,35.0
'10:25:23.896.074,8314351,2451,Temp_High,34.0
'10:25:23.896.074,8314351,2451,Temp_Low,24.0
'10:25:23.998.810,8417087,102736,Current,28.8
'10:25:23.998.810,8417087,102736,Voltage,332.8
'10:25:23.998.810,8417087,102736,Battery_SOC,36.0
'10:25:24.001.370,8419647,2560,Temp_High,34.0
'10:25:24.001.370,8419647,2560,Temp_Low,24.0
'10:25:24.104.228,8522505,102858,Current,29.8
'10:25:24.104.228,8522505,102858,Voltage,332.8
'10:25:24.104.228,8522505,102858,Battery_SOC,37.0
'10:25:24.106.611,8524888,2383,Temp_High,34.0
'10:25:24.106.611,8524888,2383,Temp_Low,24.0
'10:25:24.209.484,8627761,102873,Current,30.8
'10:25:24.209.484,8627761,102873,Voltage,332.8
'10:25:24.209.484,8627761,102873,Battery_SOC,38.0
'10:25:24.211.885,8630162,2401,Temp_High,35.0
'10:25:24.211.885,8630162,2401,Temp_Low,25.0
'10:25:24.314.761,8733038,102876,Current,31.8
'10:25:24.314.761,8733038,102876,Voltage,332.8
'10:25:24.314.761,8733038,102876,Battery_SOC,39.0
'10:25:24.317.151,8735428,2390,Temp_High,35.0
'10:25:24.317.151,8735428,2390,Temp_Low,25.0
'10:25:24.419.977,8838254,102826,Current,32.8
'10:25:24.419.977,8838254,102826,Voltage,332.8
'10:25:24.419.977,8838254,102826,Battery_SOC,40.0
'10:25:24.422.414,8840691,2437,Temp_High,36.0
'10:25:24.422.414,8840691,2437,Temp_Low,26.0
'10:25:24.525.164,8943441,102750,Current,33.8
'10:25:24.525.164,8943441,102750,Voltage,332.8
'10:25:24.525.164,8943441,102750,Battery_SOC,41.0
'10:25:24.527.684,8945961,2520,Temp_High,36.0
'10:25:24.527.684,8945961,2520,Temp_Low,26.0
'10:25:24.630.421,9048698,102737,Current,34.8
'10:25:24.630.421,9048698,102737,Voltage,332.8
'10:25:24.630.421,9048698,102737,Battery_SOC,42.0
'10:25:24.632.939,9051216,2518,Temp_High,36.0
'10:25:24.632.939,9051216,2518,Temp_Low,26.0
'10:25:24.735.677,9153954,102738,Current,35.8
'10:25:24.735.677,9153954,102738,Voltage,332.8
'10:25:24.735.677,9153954,102738,Battery_SOC,43.0
'10:25:24.738.207,9156484,2530,Temp_High,37.0
'10:25:24.738.207,9156484,2530,Temp_Low,27.0
'10:25:24.840.946,9259223,102739,Current,36.8
'10:25:24.840.946,9259223,102739,Voltage,332.8
'10:25:24.840.946,9259223,102739,Battery_SOC,44.0
'10:25:24.843.484,9261761,2538,Temp_High,37.0
'10:25:24.843.484,9261761,2538,Temp_Low,27.0
'10:25:24.946.228,9364505,102744,Current,37.8
'10:25:24.946.228,9364505,102744,Voltage,332.8
'10:25:24.946.228,9364505,102744,Battery_SOC,45.0
'10:25:24.948.756,9367033,2528,Temp_High,38.0
'10:25:24.948.756,9367033,2528,Temp_Low,28.0
'10:25:25.051.502,9469779,102746,Current,38.8
'10:25:25.051.502,9469779,102746,Voltage,332.8
'10:25:25.051.502,9469779,102746,Battery_SOC,46.0
'10:25:25.054.009,9472286,2507,Temp_High,38.0
'10:25:25.054.009,9472286,2507,Temp_Low,28.0
'10:25:25.156.759,9575036,102750,Current,39.8
'10:25:25.156.759,9575036,102750,Voltage,332.8
'10:25:25.156.759,9575036,102750,Battery_SOC,47.0
'10:25:25.159.275,9577552,2516,Temp_High,38.0
'10:25:25.159.275,9577552,2516,Temp_Low,28.0
'10:25:25.262.019,9680296,102744,Current,40.8
'10:25:25.262.019,9680296,102744,Voltage,332.8
'10:25:25.262.019,9680296,102744,Battery_SOC,48.0
'10:25:25.264.538,9682815,2519,Temp_High,39.0
'10:25:25.264.538,9682815,2519,Temp_Low,29.0
'10:25:25.367.359,9785636,102821,Current,41.8
'10:25:25.367.359,9785636,102821,Voltage,332.8
'10:25:25.367.359,9785636,102821,Battery_SOC,49.0
'10:25:25.369.808,9788085,2449,Temp_High,39.0
'10:25:25.369.808,9788085,2449,Temp_Low,29.0
'10:25:25.472.677,9890954,102869,Current,42.8
'10:25:25.472.677,9890954,102869,Voltage,332.8
'10:25:25.472.677,9890954,102869,Battery_SOC,50.0
'10:25:25.475.086,9893363,2409,Temp_High,40.0
'10:25:25.475.086,9893363,2409,Temp_Low,30.0
'10:25:25.577.940,9996217,102854,Current,43.8
'10:25:25.577.940,9996217,102854,Voltage,332.8
'10:25:25.577.940,9996217,102854,Battery_SOC,51.0
'10:25:25.580.355,9998632,2415,Temp_High,40.0
'10:25:25.580.355,9998632,2415,Temp_Low,30.0
'10:25:25.683.214,10101491,102859,Current,70.4
'10:25:25.683.214,10101491,102859,Voltage,332.8
'10:25:25.683.214,10101491,102859,Battery_SOC,52.0
'10:25:25.685.650,10103927,2436,Temp_High,40.0
'10:25:25.685.650,10103927,2436,Temp_Low,30.0
'10:25:25.788.499,10206776,102849,Current,71.4
'10:25:25.788.499,10206776,102849,Voltage,332.8
'10:25:25.788.499,10206776,102849,Battery_SOC,53.0
'10:25:25.790.880,10209157,2381,Temp_High,41.0
'10:25:25.790.880,10209157,2381,Temp_Low,31.0
'10:25:25.893.632,10311909,102752,Current,72.4
'10:25:25.893.632,10311909,102752,Voltage,332.8
'10:25:25.893.632,10311909,102752,Battery_SOC,54.0
'10:25:25.896.148,10314425,2516,Temp_High,41.0
'10:25:25.896.148,10314425,2516,Temp_Low,31.0
'10:25:25.999.008,10417285,102860,Current,73.4
'10:25:25.999.008,10417285,102860,Voltage,332.8
'10:25:25.999.008,10417285,102860,Battery_SOC,55.0
'10:25:26.001.423,10419700,2415,Temp_High,42.0
'10:25:26.001.423,10419700,2415,Temp_Low,32.0
'10:25:26.104.292,10522569,102869,Current,74.4
'10:25:26.104.292,10522569,102869,Voltage,332.8
'10:25:26.104.292,10522569,102869,Battery_SOC,56.0
'10:25:26.106.693,10524970,2401,Temp_High,42.0
'10:25:26.106.693,10524970,2401,Temp_Low,32.0
'10:25:26.209.499,10627776,102806,Current,75.4
