timestamp,total_elapsed_us,delta_us,signal,value
23:31:39.387,1578997,2409,Temp_High,41.0
23:31:39.387,1578997,2409,Temp_Low,31.0
23:31:39.489,1681852,102855,Current,72.4
23:31:39.489,1681852,102855,Voltage,332.8
23:31:39.489,1681852,102855,Battery_SOC,54.0
23:31:39.492,1684321,2469,Temp_High,41.0
23:31:39.492,1684321,2469,Temp_Low,31.0
23:31:39.595,1787203,102882,Current,73.4
23:31:39.595,1787203,102882,Voltage,332.8
23:31:39.595,1787203,102882,Battery_SOC,55.0
23:31:39.597,1789560,2357,Temp_High,42.0
23:31:39.597,1789560,2357,Temp_Low,32.0
23:31:39.700,1892410,102850,Current,74.4
23:31:39.700,1892410,102850,Voltage,332.8
23:31:39.700,1892410,102850,Battery_SOC,56.0
23:31:39.702,1894830,2420,Temp_High,42.0
23:31:39.702,1894830,2420,Temp_Low,32.0
23:31:39.805,1997666,102836,Current,75.4
23:31:39.805,1997666,102836,Voltage,332.8
23:31:39.805,1997666,102836,Battery_SOC,57.0
23:31:39.808,2000111,2445,Temp_High,42.0
23:31:39.808,2000111,2445,Temp_Low,32.0
23:31:39.911,2102931,102820,Current,76.4
23:31:39.911,2102931,102820,Voltage,332.8
23:31:39.911,2102931,102820,Battery_SOC,58.0
23:31:39.913,2105386,2455,Temp_High,43.0
23:31:39.913,2105386,2455,Temp_Low,33.0
23:31:40.016,2208244,102858,Current,51.8
23:31:40.016,2208244,102858,Voltage,358.4
23:31:40.016,2208244,102858,Battery_SOC,59.0
23:31:40.018,2210610,2366,Temp_High,43.0
23:31:40.018,2210610,2366,Temp_Low,33.0
23:31:40.121,2313482,102872,Current,52.8
23:31:40.121,2313482,102872,Voltage,358.4
23:31:40.121,2313482,102872,Battery_SOC,60.0
23:31:40.123,2315895,2413,Temp_High,44.0
23:31:40.123,2315895,2413,Temp_Low,34.0
23:31:40.226,2418769,102874,Current,53.8
23:31:40.226,2418769,102874,Voltage,358.4
23:31:40.226,2418769,102874,Battery_SOC,61.0
23:31:40.229,2421170,2401,Temp_High,44.0
23:31:40.229,2421170,2401,Temp_Low,34.0
23:31:40.332,2524045,102875,Current,54.8
23:31:40.332,2524045,102875,Voltage,358.4
23:31:40.332,2524045,102875,Battery_SOC,62.0
23:31:40.334,2526432,2387,Temp_High,44.0
23:31:40.334,2526432,2387,Temp_Low,34.0
23:31:40.437,2629286,102854,Current,55.8
23:31:40.437,2629286,102854,Voltage,358.4
23:31:40.437,2629286,102854,Battery_SOC,63.0
23:31:40.439,2631707,2421,Temp_High,45.0
23:31:40.439,2631707,2421,Temp_Low,35.0
23:31:40.542,2734561,102854,Current,56.8
23:31:40.542,2734561,102854,Voltage,358.4
23:31:40.542,2734561,102854,Battery_SOC,64.0
23:31:40.545,2736985,2424,Temp_High,45.0
23:31:40.545,2736985,2424,Temp_Low,35.0
23:31:40.647,2839843,102858,Current,57.8
23:31:40.647,2839843,102858,Voltage,358.4
23:31:40.647,2839843,102858,Battery_SOC,65.0
23:31:40.650,2842244,2401,Temp_High,46.0
23:31:40.650,2842244,2401,Temp_Low,36.0
23:31:40.753,2945104,102860,Current,58.8
23:31:40.753,2945104,102860,Voltage,358.4
23:31:40.753,2945104,102860,Battery_SOC,66.0
23:31:40.755,2947513,2409,Temp_High,46.0
23:31:40.755,2947513,2409,Temp_Low,36.0
23:31:40.858,3050393,102880,Current,59.8
23:31:40.858,3050393,102880,Voltage,358.4
23:31:40.858,3050393,102880,Battery_SOC,67.0
23:31:40.860,3052781,2388,Temp_High,46.0
23:31:40.860,3052781,2388,Temp_Low,36.0
23:31:40.963,3155639,102858,Current,60.8
23:31:40.963,3155639,102858,Voltage,358.4
23:31:40.963,3155639,102858,Battery_SOC,68.0
23:31:40.966,3158058,2419,Temp_High,47.0
23:31:40.966,3158058,2419,Temp_Low,37.0
23:31:41.068,3260902,102844,Current,61.8
23:31:41.068,3260902,102844,Voltage,358.4
23:31:41.068,3260902,102844,Battery_SOC,69.0
23:31:41.071,3263327,2425,Temp_High,47.0
23:31:41.071,3263327,2425,Temp_Low,37.0
23:31:41.174,3366179,102852,Current,62.8
23:31:41.174,3366179,102852,Voltage,358.4
23:31:41.174,3366179,102852,Battery_SOC,70.0
23:31:41.176,3368633,2454,Temp_High,48.0
23:31:41.176,3368633,2454,Temp_Low,38.0
23:31:41.279,3471515,102882,Current,63.8
23:31:41.279,3471515,102882,Voltage,358.4
23:31:41.279,3471515,102882,Battery_SOC,71.0
23:31:41.281,3473882,2367,Temp_High,48.0
23:31:41.281,3473882,2367,Temp_Low,38.0
23:31:41.384,3576754,102872,Current,64.8
23:31:41.384,3576754,102872,Voltage,358.4
23:31:41.384,3576754,102872,Battery_SOC,72.0
23:31:41.387,3579156,2402,Temp_High,48.0
23:31:41.387,3579156,2402,Temp_Low,38.0
23:31:41.490,3682046,102890,Current,65.8
23:31:41.490,3682046,102890,Voltage,358.4
23:31:41.490,3682046,102890,Battery_SOC,73.0
23:31:41.492,3684433,2387,Temp_High,49.0
23:31:41.492,3684433,2387,Temp_Low,39.0
23:31:41.595,3787295,102862,Current,66.8
23:31:41.595,3787295,102862,Voltage,358.4
23:31:41.595,3787295,102862,Battery_SOC,74.0
23:31:41.597,3789710,2415,Temp_High,49.0
23:31:41.597,3789710,2415,Temp_Low,39.0
23:31:41.700,3892558,102848,Current,67.8
23:31:41.700,3892558,102848,Voltage,358.4
23:31:41.700,3892558,102848,Battery_SOC,75.0
23:31:41.703,3894981,2423,Temp_High,50.0
23:31:41.703,3894981,2423,Temp_Low,40.0
23:31:41.805,3997820,102839,Current,68.8
23:31:41.805,3997820,102839,Voltage,358.4
23:31:41.805,3997820,102839,Battery_SOC,76.0
23:31:41.808,4000249,2429,Temp_High,50.0
23:31:41.808,4000249,2429,Temp_Low,40.0
23:31:41.911,4103119,102870,Current,95.4
23:31:41.911,4103119,102870,Voltage,358.4
23:31:41.911,4103119,102870,Battery_SOC,77.0
23:31:41.913,4105526,2407,Temp_High,50.0
23:31:41.913,4105526,2407,Temp_Low,40.0
23:31:42.016,4208380,102854,Current,96.4
23:31:42.016,4208380,102854,Voltage,358.4
23:31:42.016,4208380,102854,Battery_SOC,78.0
23:31:42.018,4210800,2420,Temp_High,51.0
23:31:42.018,4210800,2420,Temp_Low,41.0
23:31:42.121,4313662,102862,Current,97.4
23:31:42.121,4313662,102862,Voltage,358.4
23:31:42.121,4313662,102862,Battery_SOC,79.0
23:31:42.124,4316079,2417,Temp_High,51.0
23:31:42.124,4316079,2417,Temp_Low,41.0
23:31:42.227,4418937,102858,Current,98.4
23:31:42.227,4418937,102858,Voltage,358.4
23:31:42.227,4418937,102858,Battery_SOC,80.0
23:31:42.229,4421354,2417,Temp_High,52.0
23:31:42.229,4421354,2417,Temp_Low,42.0
23:31:42.332,4524237,102883,Current,99.4
23:31:42.332,4524237,102883,Voltage,358.4
23:31:42.332,4524237,102883,Battery_SOC,81.0
23:31:42.334,4526624,2387,Temp_High,52.0
23:31:42.334,4526624,2387,Temp_Low,42.0
23:31:42.437,4629484,102860,Current,100.4
23:31:42.437,4629484,102860,Voltage,358.4
23:31:42.437,4629484,102860,Battery_SOC,82.0
23:31:42.439,4631899,2415,Temp_High,52.0
23:31:42.439,4631899,2415,Temp_Low,42.0
23:31:42.542,4734757,102858,Current,101.4
23:31:42.542,4734757,102858,Voltage,358.4
23:31:42.542,4734757,102858,Battery_SOC,83.0
23:31:42.545,4737241,2484,Temp_High,53.0
23:31:42.545,4737241,2484,Temp_Low,43.0
23:31:42.648,4840033,102792,Current,76.8
23:31:42.648,4840033,102792,Voltage,384.0
23:31:42.648,4840033,102792,Battery_SOC,84.0
23:31:42.650,4842408,2375,Temp_High,53.0
23:31:42.650,4842408,2375,Temp_Low,43.0
23:31:42.753,4945244,102836,Current,77.8
23:31:42.753,4945244,102836,Voltage,384.0
23:31:42.753,4945244,102836,Battery_SOC,85.0
23:31:42.755,4947643,2399,Temp_High,54.0
23:31:42.755,4947643,2399,Temp_Low,44.0
23:31:42.858,5050413,102770,Current,78.8
23:31:42.858,5050413,102770,Voltage,384.0
23:31:42.858,5050413,102770,Battery_SOC,86.0
23:31:42.861,5053041,2628,Temp_High,54.0
23:31:42.861,5053041,2628,Temp_Low,44.0
23:31:42.963,5155823,102782,Current,79.8
23:31:42.963,5155823,102782,Voltage,384.0
23:31:42.963,5155823,102782,Battery_SOC,87.0
23:31:42.966,5158184,2361,Temp_High,54.0
23:31:42.966,5158184,2361,Temp_Low,44.0
23:31:43.069,5261042,102858,Current,80.8
23:31:43.069,5261042,102858,Voltage,384.0
23:31:43.069,5261042,102858,Battery_SOC,88.0
23:31:43.071,5263457,2415,Temp_High,55.0
23:31:43.071,5263457,2415,Temp_Low,45.0
23:31:43.174,5366335,102878,Current,81.8
23:31:43.174,5366335,102878,Voltage,384.0
23:31:43.174,5366335,102878,Battery_SOC,89.0
23:31:43.176,5368731,2396,Temp_High,55.0
23:31:43.176,5368731,2396,Temp_Low,45.0
23:31:43.279,5471590,102859,Current,82.8
23:31:43.279,5471590,102859,Voltage,384.0
23:31:43.279,5471590,102859,Battery_SOC,90.0
23:31:43.282,5474014,2424,Temp_High,56.0
23:31:43.282,5474014,2424,Temp_Low,46.0
23:31:43.384,5576886,102872,Current,83.8
23:31:43.384,5576886,102872,Voltage,384.0
23:31:43.384,5576886,102872,Battery_SOC,91.0
23:31:43.387,5579273,2387,Temp_High,56.0
23:31:43.387,5579273,2387,Temp_Low,46.0
23:31:43.490,5682129,102856,Current,84.8
23:31:43.490,5682129,102856,Voltage,384.0
23:31:43.490,5682129,102856,Battery_SOC,92.0
23:31:43.492,5684541,2412,Temp_High,56.0
23:31:43.492,5684541,2412,Temp_Low,46.0
23:31:43.595,5787409,102868,Current,85.8
23:31:43.595,5787409,102868,Voltage,384.0
23:31:43.595,5787409,102868,Battery_SOC,93.0
23:31:43.597,5789818,2409,Temp_High,57.0
23:31:43.597,5789818,2409,Temp_Low,47.0
23:31:43.700,5892668,102850,Current,86.8
23:31:43.700,5892668,102850,Voltage,384.0
23:31:43.700,5892668,102850,Battery_SOC,94.0
23:31:43.703,5895088,2420,Temp_High,57.0
23:31:43.703,5895088,2420,Temp_Low,47.0
23:31:43.806,5997942,102854,Current,87.8
23:31:43.806,5997942,102854,Voltage,384.0
23:31:43.806,5997942,102854,Battery_SOC,95.0
23:31:43.808,6000363,2421,Temp_High,58.0
23:31:43.808,6000363,2421,Temp_Low,48.0
23:31:43.911,6103233,102870,Current,88.8
23:31:43.911,6103233,102870,Voltage,384.0
23:31:43.911,6103233,102870,Battery_SOC,96.0
23:31:43.913,6105642,2409,Temp_High,58.0
23:31:43.913,6105642,2409,Temp_Low,48.0
23:31:44.016,6208500,102858,Current,89.8
23:31:44.016,6208500,102858,Voltage,384.0
23:31:44.016,6208500,102858,Battery_SOC,97.0
23:31:44.019,6210920,2420,Temp_High,58.0
23:31:44.019,6210920,2420,Temp_Low,48.0
23:31:44.121,6313772,102852,Current,90.8
23:31:44.121,6313772,102852,Voltage,384.0
23:31:44.121,6313772,102852,Battery_SOC,98.0
23:31:44.124,6316175,2403,Temp_High,59.0
23:31:44.124,6316175,2403,Temp_Low,49.0
23:31:44.227,6419041,102866,Current,91.8
23:31:44.227,6419041,102866,Voltage,384.0
23:31:44.227,6419041,102866,Battery_SOC,99.0
23:31:44.229,6421456,2415,Temp_High,59.0
23:31:44.229,6421456,2415,Temp_Low,49.0
23:31:44.332,6524332,102876,Current,92.8
23:31:44.332,6524332,102876,Voltage,384.0
23:31:44.332,6524332,102876,Battery_SOC,100.0
23:31:44.334,6526784,2452,Temp_High,60.0
23:31:44.334,6526784,2452,Temp_Low,50.0
23:31:44.437,6629716,102932,Current,18.4
23:31:44.437,6629716,102932,Voltage,281.6
23:31:44.437,6629716,102932,Battery_SOC,0.0
23:31:44.440,6632037,2321,Temp_High,20.0
23:31:44.440,6632037,2321,Temp_Low,10.0
23:31:44.542,6734803,102766,Current,19.4
23:31:44.542,6734803,102766,Voltage,281.6
23:31:44.542,6734803,102766,Battery_SOC,1.0
23:31:44.545,6737165,2362,Temp_High,20.0
23:31:44.545,6737165,2362,Temp_Low,10.0
23:31:44.648,6839967,102802,Current,20.4
23:31:44.648,6839967,102802,Voltage,281.6
23:31:44.648,6839967,102802,Battery_SOC,2.0
23:31:44.650,6842244,2277,Temp_High,20.0
23:31:44.650,6842244,2277,Temp_Low,10.0
23:31:44.753,6945034,102790,Current,21.4
23:31:44.753,6945034,102790,Voltage,281.6
23:31:44.753,6945034,102790,Battery_SOC,3.0
23:31:44.755,6947357,2323,Temp_High,21.0
23:31:44.755,6947357,2323,Temp_Low,11.0
23:31:44.858,7050161,102804,Current,22.4
23:31:44.858,7050161,102804,Voltage,281.6
23:31:44.858,7050161,102804,Battery_SOC,4.0
23:31:44.860,7052465,2304,Temp_High,21.0
23:31:44.860,7052465,2304,Temp_Low,11.0
23:31:44.963,7155243,102778,Current,23.4
23:31:44.963,7155243,102778,Voltage,281.6
23:31:44.963,7155243,102778,Battery_SOC,5.0
23:31:44.965,7157568,2325,Temp_High,22.0
23:31:44.965,7157568,2325,Temp_Low,12.0
23:31:45.068,7260346,102778,Current,24.4
23:31:45.068,7260346,102778,Voltage,281.6
23:31:45.068,7260346,102778,Battery_SOC,6.0
23:31:45.070,7262685,2339,Temp_High,22.0
23:31:45.070,7262685,2339,Temp_Low,12.0
23:31:45.173,7365451,102766,Current,25.4
23:31:45.173,7365451,102766,Voltage,281.6
23:31:45.173,7365451,102766,Battery_SOC,7.0
23:31:45.175,7367783,2332,Temp_High,22.0
23:31:45.175,7367783,2332,Temp_Low,12.0
23:31:45.278,7470553,102770,Current,0.8
23:31:45.278,7470553,102770,Voltage,307.2
23:31:45.278,7470553,102770,Battery_SOC,8.0
23:31:45.280,7472888,2335,Temp_High,23.0
23:31:45.280,7472888,2335,Temp_Low,13.0
23:31:45.383,7575698,102810,Current,1.8
23:31:45.383,7575698,102810,Voltage,307.2
23:31:45.383,7575698,102810,Battery_SOC,9.0
23:31:45.386,7578032,2334,Temp_High,23.0
23:31:45.386,7578032,2334,Temp_Low,13.0
23:31:45.488,7680794,102762,Current,2.8
23:31:45.488,7680794,102762,Voltage,307.2
23:31:45.488,7680794,102762,Battery_SOC,10.0
23:31:45.491,7683213,2419,Temp_High,24.0
23:31:45.491,7683213,2419,Temp_Low,14.0
23:31:45.594,7786029,102816,Current,3.8
23:31:45.594,7786029,102816,Voltage,307.2
23:31:45.594,7786029,102816,Battery_SOC,11.0
23:31:45.596,7788450,2421,Temp_High,24.0
23:31:45.596,7788450,2421,Temp_Low,14.0
23:31:45.699,7891260,102810,Current,4.8
23:31:45.699,7891260,102810,Voltage,307.2
23:31:45.699,7891260,102810,Battery_SOC,12.0
23:31:45.701,7893680,2420,Temp_High,24.0
23:31:45.701,7893680,2420,Temp_Low,14.0
23:31:45.804,7996502,102822,Current,5.8
23:31:45.804,7996502,102822,Voltage,307.2
23:31:45.804,7996502,102822,Battery_SOC,13.0
23:31:45.806,7998903,2401,Temp_High,25.0
23:31:45.806,7998903,2401,Temp_Low,15.0
23:31:45.909,8101751,102848,Current,6.8
23:31:45.909,8101751,102848,Voltage,307.2
23:31:45.909,8101751,102848,Battery_SOC,14.0
23:31:45.912,8104140,2389,Temp_High,25.0
23:31:45.912,8104140,2389,Temp_Low,15.0
23:31:46.015,8206964,102824,Current,7.8
23:31:46.015,8206964,102824,Voltage,307.2
23:31:46.015,8206964,102824,Battery_SOC,15.0
23:31:46.017,8209370,2406,Temp_High,26.0
23:31:46.017,8209370,2406,Temp_Low,16.0
23:31:46.120,8312226,102856,Current,8.8
23:31:46.120,8312226,102856,Voltage,307.2
23:31:46.120,8312226,102856,Battery_SOC,16.0
23:31:46.122,8314643,2417,Temp_High,26.0
23:31:46.122,8314643,2417,Temp_Low,16.0
23:31:46.225,8417503,102860,Current,9.8
23:31:46.225,8417503,102860,Voltage,307.2
23:31:46.225,8417503,102860,Battery_SOC,17.0
23:31:46.228,8419965,2462,Temp_High,26.0
23:31:46.228,8419965,2462,Temp_Low,16.0
23:31:46.330,8522833,102868,Current,10.8
23:31:46.330,8522833,102868,Voltage,307.2
23:31:46.330,8522833,102868,Battery_SOC,18.0
23:31:46.333,8525468,2635,Temp_High,27.0
23:31:46.333,8525468,2635,Temp_Low,17.0
23:31:46.436,8628056,102588,Current,11.8
23:31:46.436,8628056,102588,Voltage,307.2
23:31:46.436,8628056,102588,Battery_SOC,19.0
23:31:46.438,8630453,2397,Temp_High,27.0
23:31:46.438,8630453,2397,Temp_Low,17.0
23:31:46.541,8733325,102872,Current,12.8
23:31:46.541,8733325,102872,Voltage,307.2
23:31:46.541,8733325,102872,Battery_SOC,20.0
23:31:46.543,8735730,2405,Temp_High,28.0
23:31:46.543,8735730,2405,Temp_Low,18.0
23:31:46.646,8838587,102857,Current,13.8
23:31:46.646,8838587,102857,Voltage,307.2
23:31:46.646,8838587,102857,Battery_SOC,21.0
23:31:46.649,8841030,2443,Temp_High,28.0
23:31:46.649,8841030,2443,Temp_Low,18.0
23:31:46.751,8943844,102814,Current,14.8
23:31:46.751,8943844,102814,Voltage,307.2
23:31:46.751,8943844,102814,Battery_SOC,22.0
23:31:46.754,8946267,2423,Temp_High,28.0
23:31:46.754,8946267,2423,Temp_Low,18.0
23:31:46.857,9049131,102864,Current,15.8
23:31:46.857,9049131,102864,Voltage,307.2
23:31:46.857,9049131,102864,Battery_SOC,23.0
23:31:46.859,9051537,2406,Temp_High,29.0
23:31:46.859,9051537,2406,Temp_Low,19.0
23:31:46.962,9154395,102858,Current,16.8
23:31:46.962,9154395,102858,Voltage,307.2
23:31:46.962,9154395,102858,Battery_SOC,24.0
23:31:46.964,9156808,2413,Temp_High,29.0
23:31:46.964,9156808,2413,Temp_Low,19.0
23:31:47.067,9259660,102852,Current,17.8
23:31:47.067,9259660,102852,Voltage,307.2
23:31:47.067,9259660,102852,Battery_SOC,25.0
23:31:47.070,9262077,2417,Temp_High,30.0
23:31:47.070,9262077,2417,Temp_Low,20.0
23:31:47.173,9364946,102869,Current,44.4
23:31:47.173,9364946,102869,Voltage,307.2
23:31:47.173,9364946,102869,Battery_SOC,26.0
23:31:47.175,9367349,2403,Temp_High,30.0
23:31:47.175,9367349,2403,Temp_Low,20.0
23:31:47.278,9470161,102812,Current,45.4
23:31:47.278,9470161,102812,Voltage,307.2
23:31:47.278,9470161,102812,Battery_SOC,27.0
23:31:47.280,9472618,2457,Temp_High,30.0
23:31:47.280,9472618,2457,Temp_Low,20.0
23:31:47.383,9575442,102824,Current,46.4
23:31:47.383,9575442,102824,Voltage,307.2
23:31:47.383,9575442,102824,Battery_SOC,28.0
23:31:47.385,9577885,2443,Temp_High,31.0
23:31:47.385,9577885,2443,Temp_Low,21.0
23:31:47.488,9680749,102864,Current,47.4
23:31:47.488,9680749,102864,Voltage,307.2
23:31:47.488,9680749,102864,Battery_SOC,29.0
23:31:47.491,9683161,2412,Temp_High,31.0
23:31:47.491,9683161,2412,Temp_Low,21.0
23:31:47.594,9786021,102860,Current,48.4
23:31:47.594,9786021,102860,Voltage,307.2
23:31:47.594,9786021,102860,Battery_SOC,30.0
23:31:47.596,9788436,2415,Temp_High,32.0
23:31:47.596,9788436,2415,Temp_Low,22.0
23:31:47.699,9891296,102860,Current,49.4
23:31:47.699,9891296,102860,Voltage,307.2
23:31:47.699,9891296,102860,Battery_SOC,31.0
23:31:47.701,9893706,2410,Temp_High,32.0
23:31:47.701,9893706,2410,Temp_Low,22.0
23:31:47.804,9996579,102873,Current,50.4
23:31:47.804,9996579,102873,Voltage,307.2
23:31:47.804,9996579,102873,Battery_SOC,32.0
23:31:47.807,9998989,2410,Temp_High,32.0
23:31:47.807,9998989,2410,Temp_Low,22.0
23:31:47.909,10101877,102888,Current,25.8
23:31:47.909,10101877,102888,Voltage,332.8
23:31:47.909,10101877,102888,Battery_SOC,33.0
23:31:47.912,10104269,2392,Temp_High,33.0
23:31:47.912,10104269,2392,Temp_Low,23.0
23:31:48.015,10207146,102877,Current,26.8
23:31:48.015,10207146,102877,Voltage,332.8
23:31:48.015,10207146,102877,Battery_SOC,34.0
23:31:48.017,10209466,2320,Temp_High,33.0
23:31:48.017,10209466,2320,Temp_Low,23.0
23:31:48.120,10312332,102866,Current,27.8
23:31:48.120,10312332,102866,Voltage,332.8
23:31:48.120,10312332,102866,Battery_SOC,35.0
23:31:48.122,10314743,2411,Temp_High,34.0
23:31:48.122,10314743,2411,Temp_Low,24.0
23:31:48.225,10417621,102878,Current,28.8
23:31:48.225,10417621,102878,Voltage,332.8
23:31:48.225,10417621,102878,Battery_SOC,36.0
23:31:48.228,10420024,2403,Temp_High,34.0
23:31:48.228,10420024,2403,Temp_Low,24.0
23:31:48.331,10522912,102888,Current,29.8
23:31:48.331,10522912,102888,Voltage,332.8
23:31:48.331,10522912,102888,Battery_SOC,37.0
23:31:48.333,10525304,2392,Temp_High,34.0
23:31:48.333,10525304,2392,Temp_Low,24.0
23:31:48.436,10628156,102852,Current,30.8
23:31:48.436,10628156,102852,Voltage,332.8
23:31:48.436,10628156,102852,Battery_SOC,38.0
23:31:48.438,10630559,2403,Temp_High,35.0
23:31:48.438,10630559,2403,Temp_Low,25.0
23:31:48.541,10733433,102874,Current,31.8
23:31:48.541,10733433,102874,Voltage,332.8
23:31:48.541,10733433,102874,Battery_SOC,39.0
23:31:48.543,10735839,2406,Temp_High,35.0
23:31:48.543,10735839,2406,Temp_Low,25.0
23:31:48.646,10838705,102866,Current,32.8
23:31:48.646,10838705,102866,Voltage,332.8
23:31:48.646,10838705,102866,Battery_SOC,40.0
23:31:48.649,10841114,2409,Temp_High,36.0
23:31:48.649,10841114,2409,Temp_Low,26.0
23:31:48.752,10943964,102850,Current,33.8
23:31:48.752,10943964,102850,Voltage,332.8
23:31:48.752,10943964,102850,Battery_SOC,41.0
23:31:48.754,10946387,2423,Temp_High,36.0
23:31:48.754,10946387,2423,Temp_Low,26.0
23:31:48.857,11049257,102870,Current,34.8
23:31:48.857,11049257,102870,Voltage,332.8
23:31:48.857,11049257,102870,Battery_SOC,42.0
23:31:48.859,11051665,2408,Temp_High,36.0
23:31:48.859,11051665,2408,Temp_Low,26.0
23:31:48.962,11154470,102805,Current,35.8
23:31:48.962,11154470,102805,Voltage,332.8
23:31:48.962,11154470,102805,Battery_SOC,43.0
23:31:48.965,11156936,2466,Temp_High,37.0
23:31:48.965,11156936,2466,Temp_Low,27.0
23:31:49.067,11259738,102802,Current,36.8
23:31:49.067,11259738,102802,Voltage,332.8
23:31:49.067,11259738,102802,Battery_SOC,44.0
23:31:49.070,11262187,2449,Temp_High,37.0
23:31:49.070,11262187,2449,Temp_Low,27.0
23:31:49.173,11365051,102864,Current,37.8
23:31:49.173,11365051,102864,Voltage,332.8
23:31:49.173,11365051,102864,Battery_SOC,45.0
23:31:49.175,11367467,2416,Temp_High,38.0
23:31:49.175,11367467,2416,Temp_Low,28.0
23:31:49.278,11470335,102868,Current,38.8
23:31:49.278,11470335,102868,Voltage,332.8
23:31:49.278,11470335,102868,Battery_SOC,46.0
23:31:49.280,11472742,2407,Temp_High,38.0
23:31:49.280,11472742,2407,Temp_Low,28.0
23:31:49.383,11575622,102880,Current,39.8
23:31:49.383,11575622,102880,Voltage,332.8
23:31:49.383,11575622,102880,Battery_SOC,47.0
23:31:49.386,11578007,2385,Temp_High,38.0
23:31:49.386,11578007,2385,Temp_Low,28.0
23:31:49.488,11680862,102855,Current,40.8
23:31:49.488,11680862,102855,Voltage,332.8
23:31:49.488,11680862,102855,Battery_SOC,48.0
23:31:49.491,11683277,2415,Temp_High,39.0
23:31:49.491,11683277,2415,Temp_Low,29.0
23:31:49.594,11786133,102856,Current,41.8
23:31:49.594,11786133,102856,Voltage,332.8
23:31:49.594,11786133,102856,Battery_SOC,49.0
23:31:49.596,11788589,2456,Temp_High,39.0
23:31:49.596,11788589,2456,Temp_Low,29.0
23:31:49.699,11891458,102869,Current,42.8
23:31:49.699,11891458,102869,Voltage,332.8
